1,1,41,1,-99,1,565,1,1,0.19,110,3
1,1,41,1,-99,1,565,1,2,1.63,108,-99
1,1,41,1,-99,1,565,1,3,2.29,112,3
1,1,41,1,-99,1,565,1,4,3.93,99,-99
1,1,41,1,-99,1,565,1,5,4.62,115,4
1,1,41,1,-99,1,565,1,6,6.16,120,-99
1,1,41,1,-99,1,565,1,7,7.01,119,4
1,1,41,2,2,1,492,0,1,0.47,-99,-99
1,1,41,2,2,1,492,0,2,1.37,111,-99
1,1,41,2,2,1,492,0,3,2.32,100,4
1,1,41,2,2,1,492,0,4,3.83,118,-99
1,1,41,2,2,1,492,0,5,4.59,105,4
1,1,41,2,2,1,492,0,6,6.13,99,-99
1,1,41,2,2,1,492,0,7,7.04,95,4
1,1,41,3,-99,0,459,1,1,0.19,93,4
1,1,41,3,-99,0,459,1,2,1.77,95,-99
1,1,41,3,-99,0,459,1,3,2.29,89,4
1,1,41,3,-99,0,459,1,4,3.93,85,-99
1,1,41,3,-99,0,459,1,5,4.62,92,6
1,1,41,3,-99,0,459,1,6,6.16,98,-99
1,1,41,3,-99,0,459,1,7,7.01,92,5
1,1,41,4,2,1,537,1,1,0.22,107,3
1,1,41,4,2,1,537,1,2,1.37,96,-99
1,1,41,4,2,1,537,1,3,2.32,111,3
1,1,41,4,2,1,537,1,4,3.83,118,-99
1,1,41,4,2,1,537,1,5,4.59,103,5
1,1,41,4,2,1,537,1,6,6.13,94,-99
1,1,41,4,2,1,537,1,7,7.04,118,4
1,1,41,5,3,1,-99,1,1,0.22,105,5
1,1,41,5,3,1,-99,1,2,1.37,107,-99
1,1,41,5,3,1,-99,1,3,2.32,111,3
1,1,41,5,3,1,-99,1,4,3.83,113,-99
1,1,41,5,3,1,-99,1,5,4.59,102,4
1,1,41,5,3,1,-99,1,6,6.13,111,-99
1,1,41,5,3,1,-99,1,7,7.04,106,4
1,1,41,6,-99,0,553,1,1,0.22,100,3
1,1,41,6,-99,0,553,1,2,1.57,88,-99
1,1,41,6,-99,0,553,1,3,2.32,-99,-99
1,1,41,6,-99,0,553,1,4,3.83,97,-99
1,1,41,6,-99,0,553,1,5,4.59,80,1
1,1,41,6,-99,0,553,1,6,6.23,-99,-99
1,1,41,6,-99,0,553,1,7,7.04,95,3
1,1,41,7,2,1,406,1,1,0.22,97,2
1,1,41,7,2,1,406,1,2,1.37,99,-99
1,1,41,7,2,1,406,1,3,2.32,110,1
1,1,41,7,2,1,406,1,4,3.83,98,-99
1,1,41,7,2,1,406,1,5,4.59,104,1
1,1,41,7,2,1,406,1,6,6.13,94,-99
1,1,41,7,2,1,406,1,7,7.04,95,1
1,1,41,8,-99,0,399,1,1,0.22,99,1
1,1,41,8,-99,0,399,1,2,1.37,93,-99
1,1,41,8,-99,0,399,1,3,2.32,96,3
1,1,41,8,-99,0,399,1,4,3.83,103,-99
1,1,41,8,-99,0,399,1,5,4.55,97,5
1,1,41,8,-99,0,399,1,6,6.13,100,-99
1,1,41,8,-99,0,399,1,7,7.04,105,3
1,1,41,9,2,1,457,-99,1,0.22,105,4
1,1,41,9,2,1,457,-99,2,1.37,94,-99
1,1,41,9,2,1,457,-99,3,2.32,99,3
1,1,41,9,2,1,457,-99,4,3.83,114,-99
1,1,41,9,2,1,457,-99,5,4.59,96,2
1,1,41,9,2,1,457,-99,6,6.13,106,-99
1,1,41,9,2,1,457,-99,7,7.04,96,2
1,1,41,10,2,1,541,1,1,0.22,98,1
1,1,41,10,2,1,541,1,2,1.37,100,-99
1,1,41,10,2,1,541,1,3,2.32,104,3
1,1,41,10,2,1,541,1,4,3.83,95,-99
1,1,41,10,2,1,541,1,5,4.72,102,2
1,1,41,10,2,1,541,1,6,6.13,103,-99
1,1,41,10,2,1,541,1,7,7.04,118,2
1,1,41,11,2,1,322,1,1,0.19,96,1
1,1,41,11,2,1,322,1,2,1.63,89,-99
1,1,41,11,2,1,322,1,3,2.29,91,2
1,1,41,11,2,1,322,1,4,3.93,92,-99
1,1,41,11,2,1,322,1,5,4.62,92,1
1,1,41,11,2,1,322,1,6,6.16,89,-99
1,1,41,11,2,1,322,1,7,7.01,90,1
1,1,41,12,2,1,492,1,1,0.26,102,1
1,1,41,12,2,1,492,1,2,1.63,107,-99
1,1,41,12,2,1,492,1,3,2.32,-99,-99
1,1,41,12,2,1,492,1,4,3.93,107,-99
